titles,platforms,metascore,userscore,genre,date
Harvest Moon: Magical Melody,GameCube,83,8.8,strategy,28-Mar-06
American Conquest: Divided Nation,PC,53,7.6,strategy,27-Mar-06
Worms: Open Warfare,PSP,70,6.8,strategy,22-Mar-06
Worms: Open Warfare,DS,64,7,strategy,22-Mar-06
Metal Gear Acid 2,PSP,80,8.1,strategy,21-Mar-06
The Lord of the Rings: The Battle for Middle-Earth II,PC,84,7.8,strategy,2-Mar-06
Generation of Chaos,PSP,60,7.1,strategy,28-Feb-06
Galactic Civilizations II: Dread Lords,PC,86,7.6,strategy,21-Feb-06
Tycoon City: New York,PC,67,7.9,strategy,21-Feb-06
Star Wars: Empire at War,PC,79,8.3,strategy,15-Feb-06
Age of Empires: The Age of Kings,DS,80,8,strategy,14-Feb-06
Empire Earth II: The Art of Supremacy,PC,57,6.7,strategy,14-Feb-06
Tamagotchi Connection: Corner Shop,DS,59,7.7,strategy,31-Jan-06
Cuban Missile Crisis: The Aftermath,PC,59,7,strategy,22-Dec-05
Battles of Prince of Persia,DS,64,7.7,strategy,6-Dec-05
Hammer & Sickle,PC,52,8.3,strategy,5-Dec-05
"Medieval Lords: Build, Defend, Expand",PC,57,7.3,strategy,24-Nov-05
UFO: Aftershock,PC,67,7.7,strategy,23-Nov-05
Legion Arena,PC,65,7.8,strategy,22-Nov-05
Outpost Kaloki X,Xbox 360,77,7.6,strategy,22-Nov-05
Earth 2160,PC,73,7.4,strategy,16-Nov-05
The Movies,PC,84,8.2,strategy,8-Nov-05
Suikoden Tactics,PlayStation 2,68,8.5,strategy,8-Nov-05
The Lord of the Rings: Tactics,PSP,64,7.8,strategy,8-Nov-05
RollerCoaster Tycoon 3: Wild!,PC,71,5.2,strategy,27-Oct-05
Mall Tycoon 3,PC,57,5.5,strategy,26-Oct-05
Sid Meier's Civilization IV,PC,94,8.2,strategy,25-Oct-05
Zoo Tycoon 2: Endangered Species,PC,64,7.6,strategy,19-Oct-05
Age of Empires III,PC,81,7.8,strategy,18-Oct-05
Shattered Union,PC,67,6.3,strategy,17-Oct-05
Fire Emblem: Path of Radiance,GameCube,85,8.9,strategy,17-Oct-05
Shattered Union,Xbox,66,6.9,strategy,17-Oct-05
Black & White 2,PC,75,7.2,strategy,4-Oct-05
Worms 4: Mayhem,PC,71,7.7,strategy,4-Oct-05
Worms 4: Mayhem,Xbox,69,8.3,strategy,4-Oct-05
Blitzkrieg 2,PC,75,7.2,strategy,2-Oct-05
Dragonshard,PC,80,7.4,strategy,2-Oct-05
Rome: Total War Barbarian Invasion,PC,82,8.4,strategy,27-Sep-05
Marine Park Empire,PC,58,6.1,strategy,22-Sep-05
"Warhammer 40,000: Dawn of War - Winter Assault",PC,85,8.3,strategy,21-Sep-05
Kingdom Under Fire: Heroes,Xbox,78,7.5,strategy,20-Sep-05
Rebelstar: Tactical Command,Game Boy Advance,78,8.5,strategy,6-Sep-05
Yu-Gi-Oh! Nightmare Troubadour,DS,73,8.1,strategy,30-Aug-05
Advance Wars: Dual Strike,DS,90,8.9,strategy,22-Aug-05
Harvest Moon: More Friends of Mineral Town,Game Boy Advance,82,8.5,strategy,26-Jul-05
"Codename: Panzers, Phase Two",PC,80,7.7,strategy,25-Jul-05
Darwinia,PC,84,7.7,strategy,14-Jul-05
Sid Meier's Pirates!,Xbox,80,6.4,strategy,11-Jul-05
Crown of Glory: Europe in the Age of Napoleon,PC,68,8,strategy,30-Jun-05
Romance of the Three Kingdoms X,PlayStation 2,71,8.3,strategy,21-Jun-05
Knights of Honor,PC,77,8.8,strategy,6-Jun-05
Fire Emblem: The Sacred Stones,Game Boy Advance,85,8.9,strategy,23-May-05
Imperial Glory,PC,69,8,strategy,17-May-05
Supreme Ruler 2010,PC,69,7.6,strategy,12-May-05
Cossacks II: Napoleonic Wars,PC,73,7.3,strategy,27-Apr-05
Laser Squad Nemesis,PC,73,7.3,strategy,26-Apr-05
Empire Earth II,PC,79,7.2,strategy,26-Apr-05
Stella Deus: The Gate of Eternity,PlayStation 2,75,8.4,strategy,26-Apr-05
Tin Soldiers: Julius Caesar,PC,74,8.4,strategy,26-Apr-05
Stronghold 2,PC,63,6.1,strategy,18-Apr-05
Cold War Conflicts,PC,55,7.6,strategy,6-Apr-05
Gary Grigsby's World at War,PC,77,5.9,strategy,25-Mar-05
Metal Gear Acid,PSP,75,7,strategy,22-Mar-05
Full Spectrum Warrior,PlayStation 2,74,8,strategy,21-Mar-05
Worms Forts: Under Siege,PlayStation 2,63,7.9,strategy,15-Mar-05
Act of War: Direct Action,PC,82,7.8,strategy,15-Mar-05
Worms Forts: Under Siege,Xbox,67,8.3,strategy,15-Mar-05
Domination,PC,69,5,strategy,3-Mar-05
Worms 3D,Xbox,69,8.3,strategy,1-Mar-05
Nexus: The Jupiter Incident,PC,77,8.7,strategy,24-Feb-05
Heritage of Kings: The Settlers,PC,58,6,strategy,24-Feb-05
Kessen III,PlayStation 2,73,8.1,strategy,22-Feb-05
Dai Senryaku VII: Modern Military Tactics,Xbox,74,7.9,strategy,16-Feb-05
Playboy: The Mansion,PC,59,5.4,strategy,25-Jan-05
Playboy: The Mansion,PlayStation 2,59,7.7,strategy,25-Jan-05
Hearts of Iron II,PC,83,8.5,strategy,4-Jan-05
Gates of Troy,PC,70,8.2,strategy,8-Dec-04
D-Day,PC,56,7,strategy,7-Dec-04
The Lord of the Rings: The Battle for Middle-Earth,PC,82,8.6,strategy,6-Dec-04
Armies of Exigo,PC,69,7.7,strategy,30-Nov-04
Blitzkrieg: Rolling Thunder,PC,73,7.1,strategy,30-Nov-04
Worms Forts: Under Siege,PC,60,7.5,strategy,24-Nov-04
Alexander,PC,56,8.2,strategy,23-Nov-04
Sid Meier's Pirates!,PC,88,8.3,strategy,22-Nov-04
Galactic Civilizations: Altarian Prophecy,PC,77,6.9,strategy,12-Nov-04
Zoo Tycoon 2,PC,72,7.9,strategy,11-Nov-04
Immortal Cities: Children of the Nile,PC,75,7.6,strategy,8-Nov-04
Axis & Allies,PC,65,8.5,strategy,2-Nov-04
"The Lord of the Rings, The Third Age",Game Boy Advance,67,8.3,strategy,2-Nov-04
RollerCoaster Tycoon 3,PC,81,5.4,strategy,26-Oct-04
Kingdom Under Fire: The Crusaders,Xbox,81,8.1,strategy,12-Oct-04
SuperPower 2,PC,51,7,strategy,11-Oct-04
"Codename: Panzers, Phase One",PC,81,8.7,strategy,30-Sep-04
Crusader Kings,PC,73,7.6,strategy,28-Sep-04
Time of Defiance,PC,73,6.8,strategy,28-Sep-04
Evil Genius,PC,75,8.3,strategy,28-Sep-04
Rome: Total War,PC,92,9,strategy,22-Sep-04
Kohan II: Kings of War,PC,81,8.1,strategy,22-Sep-04
Full Spectrum Warrior,PC,80,7.1,strategy,21-Sep-04
Hearts of Iron: Platinum,PC,78,7.3,strategy,21-Sep-04
"Warhammer 40,000: Dawn of War",PC,86,8.7,strategy,20-Sep-04
Port Royale 2,PC,75,7.7,strategy,13-Sep-04
Arena Wars,PC,77,7.7,strategy,13-Sep-04
Chris Sawyer's Locomotion,PC,59,5.7,strategy,9-Sep-04
Medieval Conquest,PC,66,8.3,strategy,6-Sep-04
Phantom Brave,PlayStation 2,81,7.9,strategy,31-Aug-04
Pikmin 2,GameCube,90,9,strategy,30-Aug-04
Amazing Island,GameCube,59,6.4,strategy,25-Aug-04
The Political Machine,PC,72,5.4,strategy,12-Aug-04
Zoo Empire,PC,59,6.6,strategy,1-Aug-04
Perimeter,PC,77,7.8,strategy,30-Jun-04
Soldiers: Heroes of World War II,PC,77,8.4,strategy,30-Jun-04
Ground Control II: Operation Exodus,PC,80,7.8,strategy,23-Jun-04
Front Mission 4,PlayStation 2,75,8.7,strategy,15-Jun-04
Blitzkrieg: Burning Horizon,PC,75,7.8,strategy,13-Jun-04
Shining Force: Resurrection of the Dark Dragon,Game Boy Advance,77,8.7,strategy,8-Jun-04
Besieger,PC,56,6.7,strategy,2-Jun-04
Full Spectrum Warrior,Xbox,84,8.5,strategy,1-Jun-04
Spartan (2004),PC,56,7.8,strategy,28-May-04
Warlords Battlecry III,PC,73,8.5,strategy,19-May-04
Future Tactics: The Uprising,PlayStation 2,61,6,strategy,10-May-04
La Pucelle: Tactics,PlayStation 2,79,8.7,strategy,4-May-04
Rise of Nations: Thrones & Patriots,PC,88,8.8,strategy,27-Apr-04
Desert Rats vs. Afrika Korps,PC,70,7.5,strategy,31-Mar-04
Nemesis of the Roman Empire,PC,74,7.5,strategy,25-Mar-04
Northland,PC,62,7.7,strategy,24-Mar-04
Worms 3D,PC,74,7.1,strategy,11-Mar-04
Worms 3D,PlayStation 2,70,7.7,strategy,11-Mar-04
Worms 3D,GameCube,69,7.8,strategy,11-Mar-04
Gangland,PC,63,7.3,strategy,4-Mar-04
Romance of the Three Kingdoms IX,PlayStation 2,74,8.1,strategy,24-Feb-04
SpellForce: The Order of Dawn,PC,74,7.8,strategy,11-Feb-04
Wrath Unleashed,PlayStation 2,64,5.7,strategy,10-Feb-04
Wrath Unleashed,Xbox,69,7,strategy,10-Feb-04
WWI: The Great War,PC,57,5.8,strategy,6-Feb-04
Railroad Pioneer,PC,50,7.5,strategy,5-Feb-04
Silent Storm,PC,83,8.6,strategy,20-Jan-04
Vegas Tycoon,PC,76,7.4,strategy,15-Jan-04
Yu-Gi-Oh! Power of Chaos: Yugi the Destiny,PC,52,6,strategy,12-Jan-04
Goblin Commander: Unleash the Horde,GameCube,71,7.8,strategy,16-Dec-03
Airborne Assault: Highway to the Reich,PC,81,6.1,strategy,10-Dec-03
Combat Mission 3: Afrika Korps,PC,81,7.6,strategy,3-Dec-03
Lords of EverQuest,PC,62,7.8,strategy,1-Dec-03
Disciples II: Rise of the Elves,PC,80,8,strategy,25-Nov-03
Victoria: An Empire Under the Sun,PC,58,8.7,strategy,18-Nov-03
Magic: The Gathering - Battlegrounds,PC,68,7.4,strategy,18-Nov-03
Magic: The Gathering - Battlegrounds,Xbox,72,7.7,strategy,18-Nov-03
Harvest Moon: Friends of Mineral Town,Game Boy Advance,81,8.7,strategy,17-Nov-03
Wildlife Park,PC,62,6.3,strategy,14-Nov-03
Dominions II: The Ascension Wars,PC,76,7.2,strategy,14-Nov-03
Star Chamber,PC,85,8.5,strategy,13-Nov-03
Monster Rancher 4,PlayStation 2,77,8.5,strategy,13-Nov-03
SimCity 2000,Game Boy Advance,62,7.9,strategy,13-Nov-03
Goblin Commander: Unleash the Horde,PlayStation 2,68,8.5,strategy,11-Nov-03
Onimusha Tactics,Game Boy Advance,64,7.9,strategy,11-Nov-03
Pax Romana,PC,52,5,strategy,6-Nov-03
Risk: Global Domination,PlayStation 2,60,7.8,strategy,5-Nov-03
The Lord of the Rings: War of the Ring,PC,67,7,strategy,4-Nov-03
Civilization III: Conquests,PC,86,7.8,strategy,4-Nov-03
Fire Emblem,Game Boy Advance,88,9.1,strategy,3-Nov-03
Gladius,GameCube,82,7.9,strategy,3-Nov-03
Patrician III: Rise of the Hanse,PC,75,8.8,strategy,31-Oct-03
Gladius,PlayStation 2,78,7.9,strategy,28-Oct-03
Massive Assault,PC,77,6.9,strategy,28-Oct-03
Gladius,Xbox,79,8.6,strategy,28-Oct-03
Railroad Tycoon 3,PC,80,7.7,strategy,23-Oct-03
Warlords IV: Heroes of Etheria,PC,73,7.4,strategy,21-Oct-03
Empires: Dawn of the Modern World,PC,81,7.9,strategy,21-Oct-03
No Man's Land,PC,70,7.1,strategy,20-Oct-03
UFO: Aftermath,PC,67,6.1,strategy,15-Oct-03
Commandos 3: Destination Berlin,PC,72,7.7,strategy,14-Oct-03
Space Colony,PC,75,7.8,strategy,14-Oct-03
Robin Hood: Defender of the Crown,PC,63,7.1,strategy,6-Oct-03
Robin Hood: Defender of the Crown,PlayStation 2,59,5.6,strategy,30-Sep-03
Etherlords II,PC,78,7.6,strategy,30-Sep-03
Warrior Kings: Battles,PC,64,8.3,strategy,30-Sep-03
Age of Mythology: The Titans,PC,84,8.8,strategy,30-Sep-03
American Conquest: Fight Back,PC,66,7.9,strategy,29-Sep-03
Once Upon a Knight,PC,63,7.4,strategy,25-Sep-03
Dynasty Tactics 2,PlayStation 2,78,8.3,strategy,23-Sep-03
SimCity 4: Rush Hour,PC,79,8.3,strategy,22-Sep-03
Neighbors from Hell,PC,69,8.2,strategy,22-Sep-03
Command & Conquer: Generals - Zero Hour,PC,83,8.8,strategy,22-Sep-03
Homeworld 2,PC,83,8.4,strategy,16-Sep-03
Final Fantasy Tactics Advance,Game Boy Advance,87,9,strategy,8-Sep-03
Republic: The Revolution,PC,62,7.4,strategy,27-Aug-03
Disgaea: Hour of Darkness,PlayStation 2,84,8.7,strategy,27-Aug-03
Ghost Master,PC,81,7.9,strategy,26-Aug-03
Romance of the Three Kingdoms VIII,PlayStation 2,77,8.5,strategy,13-Aug-03
Korsun Pocket,PC,89,6.8,strategy,31-Jul-03
Aliens Versus Predator: Extinction,PlayStation 2,66,8.4,strategy,30-Jul-03
Aliens Versus Predator: Extinction,Xbox,64,7,strategy,30-Jul-03
Age of Wonders: Shadow Magic,PC,82,8.6,strategy,25-Jul-03
Warcraft III: The Frozen Throne,PC,88,9.2,strategy,1-Jul-03
Disciples II: Servants of the Dark,PC,65,7.4,strategy,30-Jun-03
World War II: Frontline Command,PC,70,6.8,strategy,27-Jun-03
Advance Wars 2: Black Hole Rising,Game Boy Advance,89,8.8,strategy,24-Jun-03
Legacy Online,PC,66,7.8,strategy,16-Jun-03
Disciples II: Guardians of the Light,PC,72,7.7,strategy,14-Jun-03
Port Royale,PC,79,7.4,strategy,4-Jun-03
Rise of Nations,PC,89,8.8,strategy,20-May-03
Blitzkrieg (2003),PC,74,7.8,strategy,12-May-03
Medieval: Total War - Viking Invasion,PC,84,8.6,strategy,7-May-03
Tropico 2: Pirate Cove,PC,75,7.7,strategy,8-Apr-03
Galactic Civilizations,PC,83,7.7,strategy,26-Mar-03
Trevor Chan's Restaurant Empire,PC,76,7.6,strategy,26-Mar-03
"Casino, Inc.",PC,55,6,strategy,26-Mar-03
Jurassic Park: Operation Genesis,Xbox,69,8.6,strategy,26-Mar-03
Jurassic Park: Operation Genesis,PlayStation 2,75,8.6,strategy,25-Mar-03
RollerCoaster Tycoon,Xbox,62,8.4,strategy,25-Mar-03
1503 A.D. - The New World,PC,74,7.6,strategy,23-Mar-03
Praetorians,PC,78,7.7,strategy,10-Mar-03
Jurassic Park: Operation Genesis,PC,72,8.7,strategy,10-Mar-03
Heroes of Might and Magic IV: Winds of War,PC,58,7.4,strategy,23-Feb-03
Command & Conquer: Generals,PC,84,8.4,strategy,10-Feb-03
American Conquest,PC,76,7.8,strategy,5-Feb-03
P.T.O. IV: Pacific Theater of Operations,PlayStation 2,71,6.6,strategy,3-Feb-03
Highland Warriors,PC,58,5.7,strategy,20-Jan-03
SimCity 4,PC,84,8.7,strategy,12-Jan-03
Impossible Creatures,PC,72,7.9,strategy,29-Dec-02
Uncommon Valor: Campaign for the South Pacific,PC,79,7.6,strategy,2-Dec-02
Hearts of Iron,PC,72,7.8,strategy,24-Nov-02
Cossacks: Back to War,PC,60,8.8,strategy,20-Nov-02
Europa 1400: The Guild,PC,82,8.3,strategy,18-Nov-02
Monster Rancher Advance 2,Game Boy Advance,79,8.6,strategy,17-Nov-02
Robin Hood: The Legend of Sherwood,PC,80,8.5,strategy,14-Nov-02
Hegemonia: Legions of Iron,PC,75,7.6,strategy,13-Nov-02
World War II: Panzer Claws,PC,61,6.8,strategy,12-Nov-02
Battle Realms: Winter of the Wolf,PC,71,8,strategy,5-Nov-02
O.R.B.,PC,68,6.5,strategy,4-Nov-02
Project Nomads,PC,62,7.9,strategy,1-Nov-02
Age of Mythology,PC,89,8.9,strategy,1-Nov-02
Treasure Planet: Battle at Procyon,PC,73,7.8,strategy,31-Oct-02
Combat Mission: Barbarossa to Berlin,PC,89,7.7,strategy,29-Oct-02
Civilization III: Play the World,PC,61,7,strategy,25-Oct-02
Zoo Tycoon: Marine Mania,PC,71,7.5,strategy,21-Oct-02
RollerCoaster Tycoon 2,PC,74,8.7,strategy,15-Oct-02
Soldiers of Anarchy,PC,73,7.3,strategy,8-Oct-02
MetropolisMania,PlayStation 2,63,6.6,strategy,3-Oct-02
Real War: Rogue States,PC,54,6.7,strategy,1-Oct-02
Sudden Strike II,PC,68,7.9,strategy,26-Sep-02
Heroes of Might and Magic IV: The Gathering Storm,PC,64,7.7,strategy,26-Sep-02
Stronghold: Crusader,PC,78,8.8,strategy,25-Sep-02
Ultimate Ride: Disney Coaster,PC,72,7,strategy,24-Sep-02
Casino Empire,PC,65,7.6,strategy,23-Sep-02
Commandos 2: Men of Courage,Xbox,67,8.3,strategy,18-Sep-02
Empire Earth: The Art of Conquest,PC,63,7.8,strategy,17-Sep-02
Dynasty Tactics,PlayStation 2,79,8.1,strategy,17-Sep-02
Spring Break,PC,69,7.1,strategy,10-Sep-02
Emperor: Rise of the Middle Kingdom,PC,77,7.7,strategy,9-Sep-02
Earth 2150: Lost Souls,PC,67,6.6,strategy,9-Sep-02
Industry Giant II,PC,71,7.8,strategy,2-Sep-02
Commandos 2: Men of Courage,PlayStation 2,67,7.3,strategy,28-Aug-02
Cultures 2: The Gates of Asgard,PC,72,7.7,strategy,26-Aug-02
Celtic Kings: Rage of War,PC,82,7.7,strategy,21-Aug-02
Medieval: Total War,PC,88,8.6,strategy,19-Aug-02
MoonBase Commander,PC,77,6.6,strategy,13-Aug-02
Strategic Command: European Theater,PC,70,7.7,strategy,16-Jul-02
Austerlitz: Napoleon's Greatest Victory,PC,78,6.3,strategy,10-Jul-02
Warcraft III: Reign of Chaos,PC,92,9.2,strategy,3-Jul-02
Rock Manager,PC,62,7.1,strategy,30-Jun-02
Romance of the Three Kingdoms VII,PlayStation 2,72,8.6,strategy,25-Jun-02
Maximum Capacity: Hotel Giant,PC,59,7.7,strategy,24-Jun-02
Airborne Assault: Red Devils Over Arnhem,PC,82,7.4,strategy,17-Jun-02
Magic: The Gathering Online,PC,75,5.1,strategy,14-Jun-02
Age of Wonders II: The Wizard's Throne,PC,86,8.4,strategy,12-Jun-02
Legion,PC,59,6.6,strategy,3-Jun-02
Zoo Tycoon: Dinosaur Digs,PC,67,7.5,strategy,19-May-02
Star Wars Galactic Battlegrounds: Clone Campaigns,PC,71,7.7,strategy,14-May-02
Tactics Ogre: The Knight of Lodis,Game Boy Advance,88,8.8,strategy,11-May-02
Project Earth: Starmageddon,PC,67,5.4,strategy,29-Apr-02
Warrior Kings,PC,73,7.7,strategy,13-Apr-02
Cossacks: The Art of War,PC,74,8.3,strategy,31-Mar-02
Ultimate Ride Coaster Deluxe,PC,77,5.9,strategy,31-Mar-02
Heroes of Might and Magic IV,PC,84,7.6,strategy,28-Mar-02
Army Men: RTS,PlayStation 2,68,7.7,strategy,27-Mar-02
Army Men: RTS,PC,67,7.8,strategy,24-Mar-02
Diggles,PC,62,8,strategy,20-Mar-02
Dark Planet: Battle for Natrolis,PC,59,7.5,strategy,20-Mar-02
Warlords Battlecry II,PC,82,7.8,strategy,11-Mar-02
Zone of the Enders: The Fist of Mars,Game Boy Advance,71,8.5,strategy,3-Mar-02
Strange Adventures in Infinite Space,PC,77,7.8,strategy,22-Feb-02
Trainz,PC,79,7.2,strategy,10-Feb-02
Tropico: Paradise Island,PC,78,7.5,strategy,3-Feb-02
Sid Meier's SimGolf,PC,84,7.6,strategy,23-Jan-02
Disciples II: Dark Prophecy,PC,84,8.7,strategy,22-Jan-02
Black & White: Creature Isle,PC,72,7.3,strategy,21-Jan-02
Mech Platoon,Game Boy Advance,77,7.6,strategy,3-Jan-02
Hoshigami: Ruining Blue Earth,PlayStation,62,7.5,strategy,20-Dec-01
La Grande Armee at Austerlitz,PC,67,5.3,strategy,18-Dec-01
Capitalism II,PC,82,8.7,strategy,16-Dec-01
Casino Tycoon,PC,52,5.8,strategy,15-Dec-01
Conflict Zone,Dreamcast,55,6.5,strategy,15-Dec-01
Original War,PC,61,8.9,strategy,3-Dec-01
Pikmin,GameCube,89,8.7,strategy,2-Dec-01
Monster Rancher Advance,Game Boy Advance,76,7.8,strategy,28-Nov-01
Harvest Moon: Save the Homeland,PlayStation 2,76,8.6,strategy,22-Nov-01
S.W.I.N.E.,PC,65,8,strategy,19-Nov-01
Takeda,PC,58,7.1,strategy,14-Nov-01
Empire Earth,PC,81,8.3,strategy,12-Nov-01
Star Trek: Armada II,PC,65,7.6,strategy,12-Nov-01
Etherlords,PC,77,7.7,strategy,12-Nov-01
Europa Universalis II,PC,87,8.7,strategy,12-Nov-01
Star Wars Galactic Battlegrounds,PC,75,7.9,strategy,11-Nov-01
Battle Realms,PC,82,8.5,strategy,7-Nov-01
Kohan: Ahriman's Gift,PC,79,8,strategy,5-Nov-01
Conflict Zone,PC,59,5.3,strategy,31-Oct-01
Sid Meier's Civilization III,PC,90,8.4,strategy,30-Oct-01
Myth III: The Wolf Age,PC,76,6.8,strategy,30-Oct-01
Bomberman Online,Dreamcast,80,7.8,strategy,30-Oct-01
Magic & Mayhem: The Art of Magic,PC,71,7,strategy,26-Oct-01
Stronghold,PC,81,8.9,strategy,21-Oct-01
Zoo Tycoon (2001),PC,68,7.7,strategy,17-Oct-01
World War III: Black Gold,PC,71,5.9,strategy,16-Oct-01
Command & Conquer: Red Alert 2 - Yuri's Revenge,PC,86,8.9,strategy,10-Oct-01
Patrician II: Quest for Power,PC,76,6.9,strategy,8-Oct-01
Ultimate Ride,PC,68,7,strategy,30-Sep-01
Kessen II,PlayStation 2,71,8,strategy,26-Sep-01
Monopoly Tycoon,PC,85,7.7,strategy,24-Sep-01
Monster Rancher 3,PlayStation 2,77,8.5,strategy,24-Sep-01
Commandos 2: Men of Courage,PC,87,8.9,strategy,20-Sep-01
Rails Across America,PC,81,7,strategy,18-Sep-01
Trade Empires,PC,69,7.2,strategy,17-Sep-01
Jurassic Park III: Park Builder,Game Boy Advance,65,8,strategy,10-Sep-01
Advance Wars,Game Boy Advance,92,8.9,strategy,9-Sep-01
Sudden Strike Forever,PC,70,8.6,strategy,22-Aug-01
Shattered Galaxy,PC,79,7.3,strategy,21-Aug-01
Conquest: Frontier Wars,PC,80,8.1,strategy,14-Aug-01
Shogun: Total War Warlord Edition,PC,87,8.7,strategy,13-Aug-01
Fortress,Game Boy Advance,64,7.8,strategy,13-Aug-01
Saiyuki: Journey West,PlayStation,73,8,strategy,13-Aug-01
Cultures,PC,62,8.4,strategy,31-Jul-01
The Settlers: Fourth Edition,PC,74,7.3,strategy,30-Jul-01
Desperados: Wanted Dead or Alive,PC,78,8.8,strategy,23-Jul-01
MechCommander 2,PC,80,7.8,strategy,18-Jul-01
Empire of the Ants,PC,59,7,strategy,17-Jul-01
The Corporate Machine,PC,80,6.8,strategy,14-Jul-01
Star Trek Starfleet Command: Orion Pirates,PC,78,7.5,strategy,1-Jul-01
The Sting!,PC,73,7.7,strategy,1-Jul-01
Poseidon,PC,84,7.6,strategy,25-Jun-01
Startopia,PC,86,8.6,strategy,19-Jun-01
Worms World Party,PC,75,7.8,strategy,16-Jun-01
Steel Soldiers,PC,70,7.5,strategy,14-Jun-01
Hostile Waters: Antaeus Rising,PC,80,7.7,strategy,13-Jun-01
Emperor: Battle for Dune,PC,79,8,strategy,12-Jun-01
Star Trek: Deep Space Nine: Dominion Wars,PC,64,6.3,strategy,10-Jun-01
Gangsters 2: Vendetta,PC,61,7.6,strategy,5-Jun-01
Worms World Party,Dreamcast,79,8.3,strategy,3-Jun-01
Golf Resort Tycoon,PC,55,6.8,strategy,31-May-01
Cossacks: European Wars,PC,74,8,strategy,14-Apr-01
Tropico,PC,85,8.3,strategy,5-Apr-01
Pokemon Stadium 2,Nintendo 64,78,8.3,strategy,28-Mar-01
Black & White,PC,90,7.7,strategy,26-Mar-01
Waterloo: Napoleon's Last Battle,PC,80,7.5,strategy,25-Mar-01
Majesty: The Northern Expansion,PC,71,8,strategy,22-Mar-01
Outlive,PC,59,8.1,strategy,19-Mar-01
Star Trek Away Team,PC,64,6.9,strategy,19-Mar-01
Kohan: Immortal Sovereigns,PC,87,7.8,strategy,14-Mar-01
Fate of the Dragon,PC,71,6.9,strategy,14-Mar-01
Ring of Red,PlayStation 2,82,8.1,strategy,12-Mar-01
Earth 2150: The Moon Project,PC,75,7,strategy,11-Mar-01
Traffic Giant,PC,57,8.5,strategy,28-Feb-01
Europa Universalis,PC,86,7.6,strategy,2-Feb-01
SimCoaster,PC,75,6.3,strategy,29-Jan-01
Sudden Strike,PC,69,7.7,strategy,23-Jan-01
Kingdom Under Fire: A War of Heroes,PC,59,7.5,strategy,18-Jan-01
America,PC,50,7.5,strategy,14-Jan-01
The Outforce,PC,56,7.9,strategy,31-Dec-00
Thandor: The Invasion,PC,53,7.2,strategy,31-Dec-00
Ground Control: Dark Conspiracy,PC,77,6.6,strategy,14-Dec-00
Starfleet Command Volume II: Empires at War,PC,77,6.4,strategy,13-Dec-00
Coaster Works,Dreamcast,70,8.8,strategy,10-Dec-00
Theme Park Roller Coaster,PlayStation 2,82,8.2,strategy,4-Dec-00
Jagged Alliance 2: Unfinished Business,PC,64,7.7,strategy,30-Nov-00
Battle Isle: The Andosia War,PC,70,7.7,strategy,29-Nov-00
Sheep,PC,73,7.3,strategy,29-Nov-00
Harvest Moon: Back To Nature,PlayStation,82,8.9,strategy,22-Nov-00
Call to Power II,PC,72,7.1,strategy,17-Nov-00
Kessen,PlayStation 2,75,8.3,strategy,13-Nov-00
Europa Universalis: Crown of the North,PC,61,6.7,strategy,9-Nov-00
Starship Troopers: Terran Ascendancy,PC,68,7.7,strategy,7-Nov-00
Space Empires IV,PC,79,7.7,strategy,7-Nov-00
Sacrifice (2000),PC,89,8.7,strategy,5-Nov-00
Zeus: Master of Olympus,PC,87,8.7,strategy,22-Oct-00
Command & Conquer: Red Alert 2,PC,84,8.9,strategy,21-Oct-00
Close Combat: Invasion: Normandy,PC,79,7.6,strategy,10-Oct-00
Ogre Battle 64,Nintendo 64,82,8.9,strategy,7-Oct-00
RollerCoaster Tycoon: Loopy Landscapes,PC,80,8.7,strategy,30-Sep-00
Panzer General III: Scorched Earth,PC,71,7.7,strategy,28-Sep-00
Heroes Chronicles: Warlords of the Wasteland,PC,67,8.1,strategy,27-Sep-00
Heroes Chronicles: Conquest of the Underworld,PC,64,7.2,strategy,27-Sep-00
Bomberman Party Edition,PlayStation,79,7.9,strategy,19-Sep-00
Homeworld: Cataclysm,PC,89,8.8,strategy,7-Sep-00
Star Trek: New Worlds,PC,52,7,strategy,7-Sep-00
Hogs of War,PlayStation,62,8.6,strategy,5-Sep-00
Age of Empires II: The Conquerors Expansion,PC,88,9.1,strategy,24-Aug-00
Seaman,Dreamcast,82,8.5,strategy,9-Aug-00
Submarine Titans,PC,69,7.5,strategy,3-Aug-00
Metal Fatigue,PC,68,8.6,strategy,31-Jul-00
Cleopatra: Queen of the Nile,PC,77,7.4,strategy,11-Jul-00
Warlords Battlecry,PC,82,7.7,strategy,9-Jul-00
Dark Reign 2,PC,77,7.1,strategy,30-Jun-00
Railroad Tycoon II: Gold Edition,Dreamcast,81,8.2,strategy,30-Jun-00
Shogun: Total War,PC,84,8.6,strategy,13-Jun-00
Starcraft 64,Nintendo 64,80,8.2,strategy,13-Jun-00
Earth 2150,PC,78,7.6,strategy,12-Jun-00
Ground Control,PC,86,7.6,strategy,1-Jun-00
SimCity 3000 Unlimited,PC,77,8.5,strategy,16-May-00
Vanguard Bandits,PlayStation,62,8.8,strategy,29-Apr-00
Harvest Moon 64,Nintendo 64,78,8.8,strategy,30-Nov-99
Age of Empires II: The Age of Kings,PC,92,9,strategy,30-Sep-99
Homeworld,PC,93,8.8,strategy,31-Aug-99
