titles,platforms,metascore,userscore,genre,date
Total Annihilation: Kingdoms,PC,74,8.5,strategy,23-Jun-99
Sid Meier's Alpha Centauri,PC,92,8.8,strategy,12-Feb-99
Myth II: Soulblighter,PC,88,8.8,strategy,30-Nov-98
Railroad Tycoon II,PC,89,8.5,strategy,2-Nov-98
Emergency: Fighters for Life,PC,71,7.9,strategy,31-Jul-98
Starcraft,PC,88,9.1,strategy,31-Mar-98
Final Fantasy Tactics,PlayStation,83,9.1,strategy,28-Jan-98
Monster Rancher,PlayStation,86,8.6,strategy,30-Nov-97
Myth: The Fallen Lords,PC,91,8.5,strategy,31-Oct-97
Age of Empires,PC,83,8.7,strategy,30-Sep-97
Sid Meier's Gettysburg!,PC,92,7.4,strategy,30-Sep-97
Total Annihilation,PC,86,8.8,strategy,27-Sep-97
Command & Conquer: Red Alert,PC,90,8.7,strategy,31-Oct-96
Lords of the Realm II,PC,77,8.6,strategy,31-Oct-96
Master of Orion II: Battle at Antares,PC,84,8.8,strategy,1-Oct-96
Star Control 3,PC,89,5.2,strategy,24-Sep-96
Age of Rifles,PC,80,6.3,strategy,31-Aug-96
Chaos Overlords,PC,70,8,strategy,30-Apr-96
Sid Meier's Civilization II,PC,94,8.8,strategy,29-Feb-96
Command & Conquer,PC,94,8.9,strategy,26-Sep-95
Erica,PC,78,6.8,third-person,25-May-21
Returnal,PlayStation 5,85,7.2,third-person,30-Apr-21
Outriders,PC,73,5.7,third-person,1-Apr-21
Outriders,PlayStation 5,74,5.8,third-person,1-Apr-21
Outriders,Xbox Series X,73,7.1,third-person,1-Apr-21
Plants vs. Zombies: Battle for Neighborville - Complete Edition,Switch,74,7.3,third-person,19-Mar-21
Encodya,PC,66,7.8,third-person,26-Jan-21
Gears 5: Hivebusters,Xbox One,82,8,third-person,15-Dec-20
Gears 5: Hivebusters,Xbox Series X,82,7.5,third-person,15-Dec-20
Calico,Switch,59,6.3,third-person,15-Dec-20
PHOGS!,PlayStation 4,79,6.5,third-person,3-Dec-20
Submerged: Hidden Depths,Stadia,73,6.8,third-person,3-Dec-20
Warframe,PlayStation 5,85,6.9,third-person,26-Nov-20
Spirit of the North: Enhanced Edition,PlayStation 5,64,5.8,third-person,26-Nov-20
Gears 5,Xbox Series X,83,7.3,third-person,10-Nov-20
Raji: An Ancient Epic,PC,70,7.5,third-person,15-Oct-20
Raji: An Ancient Epic,Xbox One,70,8.3,third-person,15-Oct-20
G.I. Joe: Operation Blackout,PlayStation 4,51,5.7,third-person,13-Oct-20
G.I. Joe: Operation Blackout,Xbox One,56,5.5,third-person,13-Oct-20
Spellbreak,PC,79,8.1,third-person,3-Sep-20
Spellbreak,PlayStation 4,72,7.6,third-person,3-Sep-20
Spellbreak,Xbox One,78,7.6,third-person,3-Sep-20
Spellbreak,Switch,71,8,third-person,3-Sep-20
Giraffe and Annika,PlayStation 4,70,6.1,third-person,25-Aug-20
Remnant: From the Ashes - Subject 2923,PC,78,5.3,third-person,20-Aug-20
Raji: An Ancient Epic,Switch,69,7.8,third-person,18-Aug-20
Risk of Rain 2,PC,85,8.1,third-person,11-Aug-20
Beyond Blue,PC,72,6.9,third-person,11-Jun-20
Beyond Blue,PlayStation 4,75,8.4,third-person,11-Jun-20
Beyond Blue,Xbox One,71,6.8,third-person,11-Jun-20
Spirit of the North,Switch,59,7.1,third-person,7-May-20
Spirit of the North,PC,58,8,third-person,7-May-20
World War Z Game of the Year Edition,PlayStation 4,68,5.3,third-person,5-May-20
Remnant: From the Ashes - Swamps of Corsus,PC,81,7.1,third-person,28-Apr-20
Predator: Hunting Grounds,PlayStation 4,56,6.1,third-person,24-Apr-20
Predator: Hunting Grounds,PC,62,5,third-person,24-Apr-20
Zombie Army Trilogy,Switch,70,6.8,third-person,31-Mar-20
Bleeding Edge,Xbox One,66,6.2,third-person,24-Mar-20
Bleeding Edge,PC,62,5.2,third-person,24-Mar-20
Hunt: Showdown,PlayStation 4,81,7,third-person,18-Feb-20
Hunt: Showdown,Xbox One,76,6.6,third-person,18-Feb-20
Vanquish,PlayStation 4,77,7.8,third-person,18-Feb-20
Giraffe and Annika,PC,67,6.3,third-person,17-Feb-20
Azur Lane: Crosswave,PlayStation 4,56,6.3,third-person,13-Feb-20
Zombie Army 4: Dead War,PlayStation 4,72,6.3,third-person,4-Feb-20
Zombie Army 4: Dead War,Xbox One,77,5.8,third-person,4-Feb-20
Wide Ocean Big Jacket,Switch,79,7.1,third-person,4-Feb-20
Darwin Project,PC,74,6.8,third-person,13-Jan-20
Wattam,PlayStation 4,72,6.5,third-person,17-Dec-19
Wattam,PC,73,6.6,third-person,17-Dec-19
Detroit: Become Human,PC,80,7.7,third-person,12-Dec-19
Arise: A Simple Story,PlayStation 4,80,7.8,third-person,3-Dec-19
Arise: A Simple Story,Xbox One,80,8.1,third-person,3-Dec-19
Arise: A Simple Story,PC,79,7.6,third-person,3-Dec-19
Spirit of the North,PlayStation 4,67,7.7,third-person,1-Nov-19
Plants vs. Zombies: Battle for Neighborville,PlayStation 4,77,5.6,third-person,18-Oct-19
Plants vs. Zombies: Battle for Neighborville,Xbox One,76,5.5,third-person,18-Oct-19
Deliver Us The Moon: Fortuna,PC,63,6.1,third-person,10-Oct-19
We Were Here Together,PC,77,7.7,third-person,10-Oct-19
Concrete Genie,PlayStation 4,75,8.1,third-person,8-Oct-19
Sniper Elite III: Ultimate Edition,Switch,73,6.2,third-person,1-Oct-19
Massira,PlayStation 4,60,5.5,third-person,16-Sep-19
Gears 5,PC,82,6.9,third-person,10-Sep-19
Gears 5,Xbox One,84,8.2,third-person,6-Sep-19
Project Nimbus: Code Mirai,PlayStation 4,73,5.8,third-person,3-Sep-19
Hunt: Showdown,PC,81,7.1,third-person,27-Aug-19
Remnant: From the Ashes,Xbox One,81,7.2,third-person,20-Aug-19
Remnant: From the Ashes,PlayStation 4,77,7.1,third-person,20-Aug-19
Erica,PlayStation 4,69,6.9,third-person,19-Aug-19
Remnant: From the Ashes,PC,78,6.7,third-person,19-Aug-19
Sword Art Online: Fatal Bullet - Complete Edition,Switch,63,6.7,third-person,9-Aug-19
Morphies Law: Remorphed,Switch,76,7.8,third-person,30-Jul-19
Beyond: Two Souls,PC,76,7.8,third-person,22-Jul-19
Etherborn,Xbox One,71,8,third-person,18-Jul-19
Etherborn,PlayStation 4,75,7.5,third-person,18-Jul-19
Etherborn,PC,69,7.7,third-person,18-Jul-19
Etherborn,Switch,62,7.5,third-person,18-Jul-19
Earth Defense Force 5,PC,76,8.1,third-person,11-Jul-19
Sea of Solitude,PC,64,6.4,third-person,5-Jul-19
Sea of Solitude,Xbox One,72,6.8,third-person,5-Jul-19
Sea of Solitude,PlayStation 4,69,6.2,third-person,5-Jul-19
Red Faction: Guerrilla Re-Mars-tered,Switch,72,6.8,third-person,2-Jul-19
Heavy Rain,PC,75,7.4,third-person,24-Jun-19
Sniper Elite V2 Remastered,Xbox One,73,5.9,third-person,14-May-19
Sniper Elite V2 Remastered,Switch,62,6.9,third-person,14-May-19
World War Z,PC,70,5.9,third-person,16-Apr-19
World War Z,PlayStation 4,67,6.2,third-person,16-Apr-19
World War Z,Xbox One,73,5.6,third-person,16-Apr-19
Earth Defense Force: Iron Rain,PlayStation 4,69,5.2,third-person,11-Apr-19
Feather,Switch,54,6.2,third-person,5-Apr-19
Tom Clancy's The Division 2,PlayStation 4,82,6.2,third-person,12-Mar-19
Tom Clancy's The Division 2,Xbox One,82,5.9,third-person,12-Mar-19
The Stillness of the Wind,PC,76,6.8,third-person,7-Feb-19
Earth Defense Force 5,PlayStation 4,72,7.7,third-person,11-Dec-18
The First Tree: Console Edition,PlayStation 4,81,6,third-person,30-Nov-18
The First Tree: Console Edition,Xbox One,67,5.8,third-person,30-Nov-18
ABZU,Switch,80,7.3,third-person,29-Nov-18
Warframe,Switch,86,8.3,third-person,20-Nov-18
Sunset Overdrive,PC,83,7.3,third-person,16-Nov-18
11-11: Memories Retold,PlayStation 4,77,7.7,third-person,9-Nov-18
11-11: Memories Retold,Xbox One,77,7.4,third-person,9-Nov-18
11-11: Memories Retold,PC,73,6.7,third-person,8-Nov-18
Grim Fandango Remastered,Switch,84,8.1,third-person,1-Nov-18
"Guns, Gore & Cannoli 2",Xbox One,79,6.8,third-person,12-Oct-18
Defunct,Switch,57,6.3,third-person,13-Sep-18
Another Sight,PC,67,7.3,third-person,6-Sep-18
Strange Brigade,PlayStation 4,73,6,third-person,28-Aug-18
Strange Brigade,Xbox One,75,6.3,third-person,28-Aug-18
Strange Brigade,PC,68,6.6,third-person,28-Aug-18
State of Mind,PC,69,7.5,third-person,15-Aug-18
State of Mind,PlayStation 4,67,6,third-person,15-Aug-18
State of Mind,Xbox One,73,7.3,third-person,15-Aug-18
State of Mind,Switch,63,7.3,third-person,15-Aug-18
"Guns, Gore & Cannoli 2",Switch,76,7.1,third-person,2-Aug-18
Red Faction: Guerrilla Re-Mars-tered,PlayStation 4,70,5.1,third-person,3-Jul-18
Red Faction: Guerrilla Re-Mars-tered,PC,67,5.9,third-person,3-Jul-18
Pode,Switch,76,7.4,third-person,21-Jun-18
Splatoon 2: Octo Expansion,Switch,82,8.4,third-person,13-Jun-18
Detroit: Become Human,PlayStation 4,78,8.7,third-person,25-May-18
Bullet Witch,PC,51,5.8,third-person,25-Apr-18
Detective Pikachu,3DS,71,7.4,third-person,23-Mar-18
Last Day of June,Switch,76,7.7,third-person,16-Mar-18
"Guns, Gore & Cannoli 2",PC,80,7.7,third-person,2-Mar-18
Sword Art Online: Fatal Bullet,PlayStation 4,64,7.3,third-person,23-Feb-18
Sword Art Online: Fatal Bullet,Xbox One,72,7.4,third-person,23-Feb-18
Sword Art Online: Fatal Bullet,PC,61,7.4,third-person,23-Feb-18
Syberia 2,Switch,68,6.5,third-person,30-Nov-17
Black Mirror,PlayStation 4,54,5.2,third-person,28-Nov-17
Ode,PC,75,6.7,third-person,27-Nov-17
SG/ZH: School Girl Zombie Hunter,PlayStation 4,59,6.2,third-person,17-Nov-17
RiME,Switch,64,6,third-person,14-Nov-17
L.A. Noire,PlayStation 4,76,7.9,third-person,14-Nov-17
L.A. Noire,Xbox One,77,7.8,third-person,14-Nov-17
L.A. Noire,Switch,79,8.1,third-person,14-Nov-17
Octodad: Dadliest Catch,Switch,65,7,third-person,9-Nov-17
Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',PlayStation 4,72,6.1,third-person,7-Nov-17
Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',PC,68,7.4,third-person,7-Nov-17
Syberia,Switch,76,7.2,third-person,20-Oct-17
The Gallery - Episode 2: Heart of the Emberstone,PC,86,7.2,third-person,18-Oct-17
Rogue Trooper Redux,Switch,60,6.3,third-person,17-Oct-17
Rogue Trooper Redux,PC,60,5.9,third-person,17-Oct-17
Rogue Trooper Redux,PlayStation 4,59,7.1,third-person,17-Oct-17
Rogue Trooper Redux,Xbox One,61,7.2,third-person,17-Oct-17
Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,PlayStation 4,68,6.7,third-person,10-Oct-17
Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,Xbox One,73,6.5,third-person,10-Oct-17
Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,PC,71,6.5,third-person,10-Oct-17
Senran Kagura: Peach Beach Splash,PlayStation 4,70,7.3,third-person,12-Sep-17
Last Day of June,PlayStation 4,75,7.3,third-person,31-Aug-17
Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,PC,72,7,third-person,22-Aug-17
Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,PlayStation 4,65,6.3,third-person,22-Aug-17
Matterfall,PlayStation 4,72,7.3,third-person,15-Aug-17
LawBreakers,PlayStation 4,76,5.8,third-person,8-Aug-17
LawBreakers,PC,76,6.5,third-person,4-Aug-17
Splatoon 2,Switch,83,8.4,third-person,21-Jul-17
Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,PC,72,5.9,third-person,6-Jun-17
RiME,Xbox One,82,7.4,third-person,26-May-17
RiME,PC,78,7.3,third-person,26-May-17
RiME,PlayStation 4,80,7.8,third-person,26-May-17
Vanquish,PC,78,8.8,third-person,25-May-17
Dreamfall Chapters,PlayStation 4,67,6.9,third-person,5-May-17
Dreamfall Chapters,Xbox One,77,6.6,third-person,5-May-17
Syberia 3,PC,51,5.9,third-person,20-Apr-17
Marvel's Guardians of the Galaxy: The Telltale Series,PC,78,7.2,third-person,18-Apr-17
Marvel's Guardians of the Galaxy: The Telltale Series,Xbox One,67,7.1,third-person,18-Apr-17
Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,PC,70,5.5,third-person,18-Apr-17
Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,PlayStation 4,72,5.7,third-person,18-Apr-17
Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,Xbox One,74,5.9,third-person,18-Apr-17
Drawn to Death,PlayStation 4,56,6,third-person,4-Apr-17
ABZU,Xbox One,83,7.5,third-person,6-Dec-16
Gears of War 4,Xbox One,84,7,third-person,11-Oct-16
Gears of War 4,PC,86,6.8,third-person,11-Oct-16
ABZU,PlayStation 4,78,7.6,third-person,2-Aug-16
ABZU,PC,83,7,third-person,2-Aug-16
Earth Defense Force 4.1: The Shadow of New Despair,PC,79,8.3,third-person,18-Jul-16
Tom Clancy's The Division - Underground,PlayStation 4,64,5.6,third-person,28-Jun-16
Tom Clancy's The Division - Underground,Xbox One,69,7.2,third-person,28-Jun-16
Dreamfall Chapters,PC,71,7.7,third-person,17-Jun-16
DOOM,PC,85,8.5,third-person,13-May-16
DOOM,Xbox One,87,8.5,third-person,13-May-16
DOOM,PlayStation 4,85,8.4,third-person,13-May-16
Shadow Complex Remastered,PlayStation 4,80,7.2,third-person,3-May-16
Alienation,PlayStation 4,79,7.9,third-person,26-Apr-16
The Walking Dead: Michonne - A Telltale Miniseries,PC,67,6.4,third-person,26-Apr-16
The Walking Dead: Michonne - A Telltale Miniseries,PlayStation 4,64,6.6,third-person,26-Apr-16
The Walking Dead: Michonne - Episode 3: What We Deserve,PC,71,7.2,third-person,26-Apr-16
The Walking Dead: Michonne - Episode 3: What We Deserve,PlayStation 4,76,7.1,third-person,26-Apr-16
The Walking Dead: Michonne - Episode 3: What We Deserve,Xbox One,73,7.4,third-person,26-Apr-16
Star Fox Zero,Wii U,69,7.4,third-person,22-Apr-16
The Walking Dead: Michonne - Episode 2: Give No Shelter,PC,66,6.3,third-person,29-Mar-16
The Walking Dead: Michonne - Episode 2: Give No Shelter,PlayStation 4,82,7.1,third-person,29-Mar-16
The Walking Dead: Michonne - Episode 2: Give No Shelter,Xbox One,78,6.7,third-person,29-Mar-16
The Descendant,PC,61,6.9,third-person,24-Mar-16
The Descendant: Episode 1 - Aftermath,PC,59,5.3,third-person,24-Mar-16
Shadow Complex Remastered,Xbox One,74,5.8,third-person,16-Mar-16
Tom Clancy's The Division,PlayStation 4,80,7,third-person,8-Mar-16
Tom Clancy's The Division,Xbox One,80,6.9,third-person,8-Mar-16
Tom Clancy's The Division,PC,79,6,third-person,8-Mar-16
Heavy Rain,PlayStation 4,78,7.9,third-person,1-Mar-16
The Walking Dead: Michonne - Episode 1: In Too Deep,iOS,73,7.1,third-person,25-Feb-16
Plants vs Zombies: Garden Warfare 2,Xbox One,80,7.9,third-person,23-Feb-16
Plants vs Zombies: Garden Warfare 2,PC,82,7.5,third-person,23-Feb-16
Plants vs Zombies: Garden Warfare 2,PlayStation 4,81,7.7,third-person,23-Feb-16
Agatha Christie's The ABC Murders,PlayStation 4,67,6.1,third-person,23-Feb-16
Agatha Christie's The ABC Murders,Xbox One,66,6.6,third-person,23-Feb-16
The Walking Dead: Michonne - Episode 1: In Too Deep,PlayStation 4,70,7,third-person,23-Feb-16
The Walking Dead: Michonne - Episode 1: In Too Deep,Xbox One,65,7.3,third-person,23-Feb-16
The Walking Dead: Michonne - Episode 1: In Too Deep,PC,69,5.7,third-person,23-Feb-16
Downfall,PC,75,8,third-person,15-Feb-16
Fortified,PC,66,6.1,third-person,3-Feb-16
Fortified,Xbox One,69,6.7,third-person,3-Feb-16
World of Tanks,PlayStation 4,80,5.1,third-person,19-Jan-16
Earth Defense Force 2: Invaders From Planet Space,PlayStation Vita,72,8.2,third-person,8-Dec-15
Earth Defense Force 4.1: The Shadow of New Despair,PlayStation 4,64,7.5,third-person,8-Dec-15
The Mean Greens: Plastic Warfare,PC,56,7.4,third-person,8-Dec-15
Helldivers,PC,83,6.9,third-person,7-Dec-15
Beyond: Two Souls,PlayStation 4,72,7.9,third-person,24-Nov-15
Deadpool,PlayStation 4,60,6.3,third-person,17-Nov-15
Octodad: Dadliest Catch,Wii U,76,7.8,third-person,29-Oct-15
Adventure Time: Finn and Jake Investigations,Xbox One,66,5.9,third-person,20-Oct-15
"Guns, Gore & Cannoli",Xbox One,69,7.2,third-person,25-Sep-15
Until Dawn,PlayStation 4,79,8.3,third-person,25-Aug-15
Gears of War: Ultimate Edition,Xbox One,82,7.7,third-person,25-Aug-15
World of Tanks,Xbox One,76,5.6,third-person,28-Jul-15
D4: Dark Dreams Don't Die,PC,67,7.1,third-person,5-Jun-15
Splatoon,Wii U,81,8.7,third-person,29-May-15
Grim Fandango Remastered,iOS,78,6.6,third-person,5-May-15
"Guns, Gore & Cannoli",PC,74,7.6,third-person,30-Apr-15
Broken Age: Act 2,PC,73,6.3,third-person,28-Apr-15
Broken Age,PlayStation 4,81,7.2,third-person,28-Apr-15
Broken Age,PlayStation Vita,90,7.3,third-person,28-Apr-15
Dreamfall Chapters Book Two: Rebels,PC,71,7.8,third-person,12-Mar-15
Sniper Elite III: Ultimate Edition,PlayStation 4,74,6.8,third-person,10-Mar-15
Zombie Army Trilogy,PC,72,7.1,third-person,6-Mar-15
Zombie Army Trilogy,Xbox One,62,6.8,third-person,6-Mar-15
Helldivers,PlayStation 4,81,8,third-person,3-Mar-15
Zombie Army Trilogy,PlayStation 4,62,7,third-person,3-Mar-15
Overkill 3,iOS,70,7,third-person,25-Feb-15
The Order: 1886,PlayStation 4,63,6.7,third-person,20-Feb-15
Fahrenheit: Indigo Prophecy Remastered,iOS,76,8.7,third-person,29-Jan-15
Fahrenheit: Indigo Prophecy Remastered,PC,61,7.5,third-person,28-Jan-15
Grim Fandango Remastered,PlayStation 4,80,7.8,third-person,27-Jan-15
Grim Fandango Remastered,PlayStation Vita,84,7.4,third-person,27-Jan-15
Grim Fandango Remastered,PC,84,8.1,third-person,26-Jan-15
Sunset Overdrive and the Mystery of the Mooil Rig!,Xbox One,65,7.2,third-person,23-Dec-14
Loadout,PlayStation 4,59,5.9,third-person,16-Dec-14
Syberia,PlayStation 3,50,7.1,third-person,2-Dec-14
Buzz Aldrin's Space Program Manager,PC,62,6.4,third-person,31-Oct-14
Sunset Overdrive,Xbox One,81,7.8,third-person,28-Oct-14
#KILLALLZOMBIES,PlayStation 4,63,6.7,third-person,28-Oct-14
Dreamfall Chapters Book One: Reborn,PC,72,7.6,third-person,21-Oct-14
D4: Dark Dreams Don't Die,Xbox One,76,7.2,third-person,19-Sep-14
Warframe,Xbox One,62,6.8,third-person,2-Sep-14
Plants vs Zombies: Garden Warfare,PlayStation 4,75,7.5,third-person,19-Aug-14
Firefall,PC,60,6.8,third-person,29-Jul-14
Sniper Elite III,PlayStation 4,67,7,third-person,1-Jul-14
Sniper Elite III,Xbox One,63,6.7,third-person,1-Jul-14
Sniper Elite III,PC,71,6.8,third-person,27-Jun-14
World of Tanks Blitz,iOS,83,6.4,third-person,27-Jun-14
Plants vs Zombies: Garden Warfare,PC,78,7.7,third-person,24-Jun-14
"Warhammer 40,000: Carnage",iOS,75,6.4,third-person,8-May-14
Botanicula,iOS,88,7,third-person,1-May-14
Octodad: Dadliest Catch,PlayStation 4,69,6.7,third-person,22-Apr-14
Dead Nation,PlayStation Vita,68,7.8,third-person,15-Apr-14
Dead Nation: Apocalypse Edition,PlayStation 4,74,7.1,third-person,4-Mar-14
Beyond Space,iOS,72,6.4,third-person,27-Feb-14
Plants vs Zombies: Garden Warfare,Xbox One,76,7.5,third-person,25-Feb-14
Plants vs Zombies: Garden Warfare,Xbox 360,69,7.4,third-person,25-Feb-14
Earth Defense Force 2025,Xbox 360,68,8.1,third-person,18-Feb-14
Earth Defense Force 2025,PlayStation 3,69,7.4,third-person,18-Feb-14
World of Tanks: Xbox 360 Edition,Xbox 360,77,6.7,third-person,12-Feb-14
Retro City Rampage DX,3DS,83,7.5,third-person,6-Feb-14
Octodad: Dadliest Catch,PC,69,7.5,third-person,30-Jan-14
Broken Age: Act 1,PC,82,7.7,third-person,28-Jan-14
Broken Age,PC,76,6.9,third-person,28-Jan-14
Metal Gear Rising: Revengeance,PC,83,8.1,third-person,9-Jan-14
Warframe,PlayStation 4,64,7.2,third-person,12-Nov-13
Sniper Elite: Nazi Zombie Army 2,PC,53,6.8,third-person,31-Oct-13
Beyond: Two Souls,PlayStation 3,70,8.1,third-person,8-Oct-13
Bionic Dues,PC,71,7.6,third-person,8-Oct-13
Lost Echo,iOS,71,6.5,third-person,27-Sep-13
Lost Planet 3,Xbox 360,58,5.8,third-person,27-Aug-13
Lost Planet 3,PlayStation 3,61,5.8,third-person,27-Aug-13
Lost Planet 3,PC,61,6.2,third-person,26-Aug-13
The Bureau: XCOM Declassified,Xbox 360,68,6.9,third-person,20-Aug-13
The Bureau: XCOM Declassified,PlayStation 3,69,6.8,third-person,20-Aug-13
The Bureau: XCOM Declassified,PC,66,6.5,third-person,19-Aug-13
Oknytt,PC,61,7.3,third-person,1-Aug-13
Narco Terror,Xbox 360,50,5.9,third-person,31-Jul-13
Narco Terror,PlayStation 3,55,5.2,third-person,30-Jul-13
Teleglitch: Die More Edition,PC,78,7,third-person,24-Jul-13
Attack of the Friday Monsters! A Tokyo Tale,3DS,77,7.6,third-person,18-Jul-13
Leisure Suit Larry: Reloaded,iOS,67,6.9,third-person,17-Jul-13
World of Warplanes,PC,69,5.2,third-person,2-Jul-13
Leisure Suit Larry: Reloaded,PC,56,8.2,third-person,27-Jun-13
Deadpool,Xbox 360,62,7.4,third-person,25-Jun-13
Deadpool,PlayStation 3,61,7.2,third-person,25-Jun-13
Deadpool,PC,63,7.6,third-person,24-Jun-13
Star Wars: Knights of the Old Republic,iOS,88,8.4,third-person,30-May-13
Sniper Elite V2,Wii U,58,5.3,third-person,21-May-13
Loadout,PC,72,7.3,third-person,15-May-13
God Mode,PlayStation 3,60,5.3,third-person,23-Apr-13
Drunken Robot Pornography,PC,66,6.7,third-person,23-Apr-13
God Mode,PC,58,6.8,third-person,19-Apr-13
God Mode,Xbox 360,58,6.3,third-person,19-Apr-13
Gemini Rue,iOS,86,7,third-person,11-Apr-13
Defiance,PC,64,6.6,third-person,2-Apr-13
Defiance,PlayStation 3,59,6.8,third-person,2-Apr-13
Defiance,Xbox 360,60,7.2,third-person,2-Apr-13
Army of Two: The Devil's Cartel,Xbox 360,54,6.2,third-person,26-Mar-13
Army of Two: The Devil's Cartel,PlayStation 3,58,6.7,third-person,26-Mar-13
Machinarium,PlayStation Vita,88,8.4,third-person,26-Mar-13
Warframe,PC,69,8.3,third-person,25-Mar-13
Gears of War: Judgment,Xbox 360,79,5.7,third-person,19-Mar-13
Dead Space 3: Awakened,Xbox 360,50,5.1,third-person,12-Mar-13
Dead Space 3: Awakened,PlayStation 3,66,5.9,third-person,12-Mar-13
AVP: Evolution,iOS,59,6.5,third-person,28-Feb-13
Sniper Elite: Nazi Zombie Army,PC,62,7.3,third-person,28-Feb-13
Serious Sam Double D XXL,Xbox 360,68,6,third-person,20-Feb-13
Dead Space 3,PlayStation 3,76,6.5,third-person,5-Feb-13
Dead Space 3,Xbox 360,78,6.4,third-person,5-Feb-13
Dead Space 3,PC,78,6.1,third-person,5-Feb-13
Earth Defense Force 2017 Portable,PlayStation Vita,68,7.6,third-person,8-Jan-13
Retro City Rampage,Xbox 360,71,7.7,third-person,2-Jan-13
Teleglitch,PC,84,7.6,third-person,10-Dec-12
Miner Wars 2081,PC,52,5.9,third-person,28-Nov-12
Shadowgun: Deadzone,iOS,70,6.2,third-person,15-Nov-12
Borderlands Legends,iOS,52,5,third-person,31-Oct-12
Machinarium,PlayStation 3,78,8.4,third-person,9-Oct-12
Retro City Rampage,PC,71,7.6,third-person,9-Oct-12
Retro City Rampage,PlayStation Vita,79,7.7,third-person,9-Oct-12
Retro City Rampage,PlayStation 3,71,7,third-person,9-Oct-12
Transformers: Fall of Cybertron,Xbox 360,79,8.5,third-person,21-Aug-12
Transformers: Fall of Cybertron,PlayStation 3,77,8.3,third-person,21-Aug-12
Transformers: Fall of Cybertron,PC,78,8,third-person,20-Aug-12
Tom Clancy's Ghost Recon Phantoms,PC,70,6.4,third-person,15-Aug-12
Iron Brigade,PC,75,5.3,third-person,13-Aug-12
Hybrid,Xbox 360,73,7.3,third-person,8-Aug-12
Inversion,PC,59,6.7,third-person,26-Jul-12
The Walking Dead: Episode 1: A New Day,iOS,86,8.1,third-person,26-Jul-12
Alien Breed,iOS,88,5.9,third-person,19-Jul-12
Spec Ops: The Line,PlayStation 3,77,8.2,third-person,26-Jun-12
Spec Ops: The Line,Xbox 360,76,8.3,third-person,26-Jun-12
Tom Clancy's Ghost Recon: Future Soldier,PC,71,5.2,third-person,26-Jun-12
Spec Ops: The Line,PC,76,8.2,third-person,25-Jun-12
